asin,category_tree_path,category_name,category_level
B0FLQ61WKZ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0DP3H99C8,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0DP3H99C8,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0DP3H99C8,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0DP3H99C8,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0DP3H99C8,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B09HN5T22N,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B09HN5T22N,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B09HN5T22N,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B09HN5T22N,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B09HN5T22N,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0DF9GBPQT,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0DF9GBPQT,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0DF9GBPQT,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0DF9GBPQT,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0DF9GBPQT,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0FFTPGLX8,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0FFTPGLX8,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0FFTPGLX8,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0FFTPGLX8,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0FFTPGLX8,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0FPFBQ42S,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0FPFBQ42S,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0FPFBQ42S,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0FPFBQ42S,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0FPFBQ42S,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0FRSMW525,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0FRSMW525,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0FRSMW525,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0FRSMW525,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0FRSMW525,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0FPM4SXCM,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0FPM4SXCM,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0FPM4SXCM,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0FPM4SXCM,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0FPM4SXCM,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0FPFBGH9V,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0FPFBGH9V,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0FPFBGH9V,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0FPFBGH9V,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0FPFBGH9V,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0FRSGT79D,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0FRSGT79D,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0FRSGT79D,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0FRSGT79D,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0FRSGT79D,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0FPFCYRLD,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0FPFCYRLD,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0FPFCYRLD,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0FPFCYRLD,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0FPFCYRLD,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0BVGKCCSR,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0BVGKCCSR,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0BVGKCCSR,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0BVGKCCSR,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0BVGKCCSR,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0B7BRXXMX,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0B7BRXXMX,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0B7BRXXMX,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0B7BRXXMX,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0B7BRXXMX,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0BN6YX97H,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0BN6YX97H,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0BN6YX97H,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0BN6YX97H,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0BN6YX97H,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0B7BZXL7B,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0B7BZXL7B,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0B7BZXL7B,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0B7BZXL7B,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0B7BZXL7B,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0BB898YLJ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0BB898YLJ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0BB898YLJ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0BB898YLJ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0BB898YLJ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0B7BS1V59,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0B7BS1V59,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0B7BS1V59,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0B7BS1V59,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0B7BS1V59,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0B7C3VJ69,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0B7C3VJ69,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0B7C3VJ69,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0B7C3VJ69,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0B7C3VJ69,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0FPT6P2Q3,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0FPT6P2Q3,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0FPT6P2Q3,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0FPT6P2Q3,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0FPT6P2Q3,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0DNRC9R8W,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0DNRC9R8W,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0DNRC9R8W,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0DNRC9R8W,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0DNRC9R8W,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0FCLVC47D,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0FCLVC47D,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0FCLVC47D,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0FCLVC47D,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0FCLVC47D,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0FY2S5M41,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0FY2S5M41,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0FY2S5M41,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0FY2S5M41,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0FY2S5M41,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B07TLNQ8DM,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B07TLNQ8DM,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B07TLNQ8DM,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B07TLNQ8DM,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B07TLNQ8DM,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0FCM49RWL,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0FCM49RWL,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0FCM49RWL,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0FCM49RWL,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0FCM49RWL,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0CXG3DBQV,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0CXG3DBQV,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0CXG3DBQV,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0CXG3DBQV,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0CXG3DBQV,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0CXGBRF4N,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0CXGBRF4N,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0CXGBRF4N,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0CXGBRF4N,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0CXGBRF4N,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0CXGDNGRQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0CXGDNGRQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0CXGDNGRQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0CXGDNGRQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0CXGDNGRQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0FFTQRWLG,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0FFTQRWLG,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0FFTQRWLG,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0FFTQRWLG,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0FFTQRWLG,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0FCLPM2PS,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0FCLPM2PS,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0FCLPM2PS,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0FCLPM2PS,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0FCLPM2PS,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0FCLQCW5W,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0FCLQCW5W,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0FCLQCW5W,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0FCLQCW5W,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0FCLQCW5W,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B089B7ZQHW,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B089B7ZQHW,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B089B7ZQHW,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B089B7ZQHW,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B089B7ZQHW,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0FPC3Q7VJ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0FPC3Q7VJ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0FPC3Q7VJ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0FPC3Q7VJ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0FPC3Q7VJ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0849P8F8T,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0849P8F8T,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0849P8F8T,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0849P8F8T,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0849P8F8T,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0DPHLKSJH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0DPHLKSJH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0DPHLKSJH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0DPHLKSJH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0DPHLKSJH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0FG3JYXMS,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0FG3JYXMS,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0FG3JYXMS,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0FG3JYXMS,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0FG3JYXMS,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0FG3MKWVS,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0FG3MKWVS,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0FG3MKWVS,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0FG3MKWVS,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0FG3MKWVS,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0FPX4Z9R7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0FPX4Z9R7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0FPX4Z9R7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0FPX4Z9R7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0FPX4Z9R7,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B087WDWZJN,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B087WDWZJN,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B087WDWZJN,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B087WDWZJN,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B087WDWZJN,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0C8GP7ZKQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0C8GP7ZKQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0C8GP7ZKQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0C8GP7ZKQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0C8GP7ZKQ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0CCHX9MM8,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0CCHX9MM8,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0CCHX9MM8,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0CCHX9MM8,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0CCHX9MM8,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0FXKDVB1K,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0FXKDVB1K,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0FXKDVB1K,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0FXKDVB1K,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0FXKDVB1K,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0FSL28RDZ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0FSL28RDZ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0FSL28RDZ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0FSL28RDZ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0FSL28RDZ,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0FXGXG7D4,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0FXGXG7D4,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0FXGXG7D4,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0FXGXG7D4,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0FXGXG7D4,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0DM1XS2MH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0DM1XS2MH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0DM1XS2MH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0DM1XS2MH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0DM1XS2MH,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0FXGRSQXG,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0FXGRSQXG,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0FXGRSQXG,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0FXGRSQXG,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0FXGRSQXG,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0D1GSMKR3,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0D1GSMKR3,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0D1GSMKR3,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0D1GSMKR3,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0D1GSMKR3,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0D7JQ4SV6,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0D7JQ4SV6,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0D7JQ4SV6,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0D7JQ4SV6,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0D7JQ4SV6,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0D7JNX1S9,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0D7JNX1S9,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0D7JNX1S9,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0D7JNX1S9,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0D7JNX1S9,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0D7JSCBR8,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0D7JSCBR8,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0D7JSCBR8,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0D7JSCBR8,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
B0D7JSCBR8,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",All-in-Ones,5
B0DDPSZF59,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Electronics,1
B0DDPSZF59,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Accessories,2
B0DDPSZF59,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Computers & Tablets,3
B0DDPSZF59,"Electronics,Computers & Accessories,Computers & Tablets,Desktops,All-in-Ones",Desktops,4
